imd_rainfall_mm,imd_rainfall_mm_log1p,rain_intensity_class,cloudburst_flag,landslide_risk
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
0.0,0.0,0,0,0
